person_id,birthdate,school,country,height,weight,season_exp,position,rosterstatus,games_played_current_season_flag
2424,1978-09-16,Gonzaga,USA,6-0,180.0,7,Guard,Inactive,N
76563,1951-11-27,University of Charleston,USA,6-4,190.0,2,Guard,Inactive,N
1722,1975-06-25,Arizona,USA,6-5,190.0,6,Guard,Inactive,N
76564,1951-03-20,Cincinnati,USA,6-7,218.0,5,Forward,Inactive,N
76565,1926-10-26,North Carolina State,USA,6-1,175.0,1,Guard,Inactive,N
101143,1982-03-01,Marquette,USA,6-1,175.0,6,Guard,Inactive,N
203476,1990-01-18,Louisville,Senegal,6-10,248.0,10,Center,Active,N
76569,1958-10-15,Florida State,USA,6-3,170.0,1,Guard,Inactive,N
76570,1917-07-02,Valparaiso,USA,6-3,190.0,1,Forward,Inactive,N
76571,1924-01-08,North Carolina,USA,6-3,180.0,1,Forward,Inactive,N
76574,1967-06-15,North Carolina-Charlotte,USA,6-1,170.0,2,Guard,Inactive,N
76575,1950-01-22,Voorhees,USA,6-5,210.0,1,Forward,Inactive,N
76576,1943-07-15,New Mexico Highlands,USA,6-7,220.0,4,Forward,Inactive,N
203915,1993-04-06,Colorado,USA,6-5,215.0,9,Guard,Active,N
101113,1983-09-11,Arizona State,USA,6-9,250.0,7,Forward,Inactive,N
76577,1940-11-21,Purdue,USA,6-7,189.0,9,Forward,Inactive,N
124,1968-02-03,Partizan,Serbia,7-1,260.0,17,Center,Inactive,N
1059,1967-08-26,Fortitudo Bologna,Serbia,6-2,198.0,1,Guard,Inactive,N
76580,1924-11-01,Truman State,USA,6-5,175.0,1,Forward,Inactive,N
1720,1977-06-15,Utah,USA,6-11,262.0,11,Center,Inactive,N
76581,1927-07-09,New York University,USA,6-0,175.0,2,Guard,Inactive,N
76582,1919-08-10,Colorado,USA,6-4,195.0,4,Forward,Inactive,N
76583,1957-08-16,Washington State,USA,7-2,275.0,14,Center,Inactive,N
1629029,1999-02-28,Real Madrid,Slovenia,6-7,230.0,5,Forward-Guard,Active,N
76584,1926-10-11,Ohio State,USA,6-2,190.0,4,Guard,Inactive,N
76585,1926-09-10,Muhlenberg,USA,6-2,180.0,1,Guard,Inactive,N
2039,1980-05-08,Missouri,USA,6-3,195.0,14,Guard,Inactive,N
76587,1954-12-18,Georgia,USA,6-7,230.0,3,Forward,Inactive,N
1628416,1996-02-18,Oregon,USA,6-4,180.0,3,Guard,Inactive,N
1629652,1999-04-19,Arizona State,Canada,6-4,220.0,4,Guard,Active,N
1630245,2000-01-17,Illinois,USA,6-5,200.0,2,Guard,Active,N
1628422,1994-05-06,Houston,USA,6-5,210.0,5,Guard,Inactive,N
1629653,1999-08-02,Kansas,USA,6-1,185.0,3,Guard,Inactive,N
200763,1984-05-16,Rutgers,USA,6-3,175.0,4,Guard,Inactive,N
76588,1964-04-09,Illinois,USA,6-3,195.0,1,Guard,Inactive,N
76589,1956-06-12,Kansas,USA,6-2,170.0,2,Guard,Inactive,N
428,1966-09-15,Syracuse,USA,Unknown,0.0,12,Guard,Inactive,N
201962,1986-03-16,Florida State,USA,6-2,195.0,8,Guard,Inactive,N
201604,1987-01-08,Memphis,USA,6-7,210.0,7,Guard,Inactive,N
1629635,2000-12-23,Limoges,France,6-9,230.0,4,Forward,Inactive,N
76592,1945-08-16,St. John's (NY),USA,6-8,198.0,2,Forward,Inactive,N
202220,1984-09-10,Virginia Tech,USA,6-3,191.0,2,Guard,Inactive,N
76593,1923-11-11,Marquette,USA,6-6,210.0,1,Center,Inactive,N
76594,1950-09-09,Indiana,USA,6-8,225.0,2,Center,Inactive,N
1630288,1997-05-10,Rhode Island,USA,6-3,177.0,2,Guard,Active,N
76595,1940-02-06,Belmont Abbey,USA,6-8,200.0,1,Forward,Inactive,N
1628495,1993-10-31,Loyola (IL),USA,6-4,180.0,2,Guard,Inactive,N
1628408,1996-10-25,South Carolina,USA,6-6,205.0,6,Guard-Forward,Active,N
76596,1966-06-29,South Carolina,USA,6-9,210.0,1,Forward,Inactive,N
201609,1986-05-06,Union Olimpija,Slovenia,6-4,190.0,15,Guard,Active,N
1068,1963-11-07,Kansas,USA,7-1,265.0,10,Center,Inactive,N
1724,1974-09-21,Valparaiso,USA,6-3,184.0,6,Guard,Inactive,N
76598,1954-09-30,Gardner-Webb,USA,6-6,205.0,11,Forward,Inactive,N
76599,1958-04-02,Missouri,USA,6-1,170.0,10,Guard,Inactive,N
203580,1990-03-05,UCLA,USA,6-2,180.0,2,Guard,Inactive,N
17,1962-06-22,Houston,USA,6-7,222.0,15,Guard,Inactive,N
76603,1947-08-28,Boston College,USA,6-7,215.0,5,Forward,Inactive,N
1542,1975-10-27,Efes Pilsen,Serbia,6-11,270.0,5,Center,Inactive,N
76604,1954-04-20,UCLA,USA,7-2,250.0,1,Center,Inactive,N
203083,1993-08-10,Connecticut,USA,6-11,279.0,11,Center,Active,N
76623,1952-03-31,Syracuse,USA,6-3,175.0,2,Guard,Inactive,N
1630537,1997-06-13,Oregon,Dominican Republic,6-5,190.0,2,Guard,Active,N
76605,1933-03-25,St. John's (NY),USA,6-1,185.0,1,Guard,Inactive,N
404,1964-04-01,Eastern Illinois,USA,7-0,300.0,12,Center,Inactive,N
76607,1950-03-05,Washington,USA,6-2,180.0,6,Guard,Inactive,N
201162,1985-07-10,Boston College,USA,6-6,237.0,15,Forward,Inactive,N
76608,1956-07-29,Detroit,USA,6-2,180.0,4,Guard,Inactive,N
76609,1922-07-05,Tulane,USA,6-4,175.0,1,Forward,Inactive,N
76610,1940-09-26,Colgate,USA,6-3,185.0,3,Guard,Inactive,N
2768,1982-08-31,Duke,USA,6-1,190.0,10,Guard,Inactive,N
1626251,1991-12-04,Wisconsin,Croatia,6-9,220.0,2,Forward,Inactive,N
1630561,1999-10-13,Providence,USA,6-4,204.0,2,Guard,Active,N
76611,1930-06-23,Seton Hall,USA,7-0,220.0,8,Center,Inactive,N
434,1972-08-25,Missouri-Kansas City,USA,6-6,190.0,4,Guard,Inactive,N
76615,1922-04-17,William & Mary,USA,6-6,195.0,3,Forward,Inactive,N
1495,1976-04-25,Wake Forest,US Virgin Islands,6-11,250.0,20,Center-Forward,Inactive,N
2399,1980-09-15,Duke,USA,6-9,230.0,16,Guard-Forward,Inactive,N
76616,1954-03-21,South Carolina,USA,6-3,180.0,11,Guard,Inactive,N
1627739,1994-03-18,Providence,USA,6-3,205.0,7,Guard,Active,N
201142,1988-09-29,Texas,USA,6-10,240.0,15,Forward,Active,N
1631105,2003-11-18,Memphis,USA,6-11,250.0,1,Center,Active,N
76619,1958-10-30,Georgetown,USA,6-3,195.0,3,Guard,Inactive,N
1090,1967-03-10,Colorado State,USA,6-7,210.0,2,Forward,Inactive,N
76621,1960-10-20,Brigham Young,USA,6-7,200.0,2,Forward,Inactive,N
76622,1948-12-08,La Salle,USA,6-7,190.0,4,Forward,Inactive,N
1631347,1998-07-22,Florida,USA,Unknown,0.0,0,Unknown,Inactive,N
1628979,1998-08-03,Duke,USA,6-2,189.0,2,Guard,Inactive,N
76625,1959-06-11,Long Beach State,USA,6-8,190.0,1,Forward,Inactive,N
76626,1930-02-17,DePaul,USA,6-6,225.0,1,Forward,Inactive,N
289,1966-11-24,New Orleans,USA,6-5,231.0,7,Guard,Inactive,N
76628,1946-05-24,Brigham Young,USA,6-11,215.0,2,Center,Inactive,N
768,1970-06-23,Iowa,USA,6-11,240.0,4,Forward-Center,Inactive,N
76630,1927-04-28,Loyola-Chicago,USA,6-3,190.0,1,Forward,Inactive,N
203921,1991-04-17,Wichita State,USA,6-8,210.0,3,Forward,Inactive,N
1631106,2001-05-10,Louisiana State,USA,6-8,215.0,1,Forward,Active,N
76632,1959-02-08,Louisville,USA,6-4,180.0,4,Guard,Inactive,N
202365,1989-10-28,West Virginia,USA,6-9,215.0,4,Forward,Inactive,N
76633,1935-10-07,Detroit,USA,6-4,190.0,1,Guard,Inactive,N
76634,1952-05-10,Missouri,USA,6-6,225.0,4,Forward,Inactive,N
2569,1984-06-18,Westbury Christian HS (TX),USA,6-9,195.0,3,Forward,Inactive,N
1630693,1997-04-27,Wichita State,Colombia,6-10,258.0,2,Center,Inactive,N
76635,1967-12-27,Mississippi,USA,6-11,240.0,1,Center,Inactive,N
76636,1922-12-27,Illinois,USA,6-2,189.0,4,Forward,Inactive,N
76637,1962-05-24,Virginia,USA,6-8,205.0,1,Forward,Inactive,N
721,1973-02-14,UCLA,USA,5-10,166.0,4,Guard,Inactive,N
1630162,2001-08-05,Georgia,USA,6-4,225.0,3,Guard,Active,N
76646,1971-09-22,Wright State,USA,6-8,215.0,1,Forward,Inactive,N
898,1965-10-31,East Carolina,USA,6-4,200.0,10,Forward,Inactive,N
1629035,1998-03-12,Purdue,USA,5-11,200.0,4,Guard,Inactive,N
2451,1979-03-05,Central Connecticut State,USA,6-9,275.0,1,Forward,Inactive,N
346,1971-01-21,Florida State,USA,6-7,235.0,3,Forward,Inactive,N
76641,1959-02-02,Cleveland State,USA,6-1,170.0,7,Guard,Inactive,N
76643,1969-01-03,Indiana,USA,6-4,185.0,1,Forward,Inactive,N
2823,1981-07-31,Kent State,USA,7-0,275.0,3,Center,Inactive,N
236,1965-10-30,DePaul,USA,6-3,210.0,11,Guard,Inactive,N
1630306,1997-01-20,Arizona State,USA,6-5,205.0,2,Guard,Inactive,N
1629053,1996-04-05,Purdue,USA,6-8,225.0,2,Forward,Inactive,N
76648,1918-06-08,Oklahoma State,USA,6-0,170.0,1,Guard,Inactive,N
76649,1923-03-10,Purdue,USA,6-3,198.0,2,Guard,Inactive,N
378,1961-08-11,Washington State,USA,6-6,180.0,14,Guard,Inactive,N
76651,1933-10-21,Southeast Missouri,USA,6-3,200.0,1,Guard,Inactive,N
458,1972-12-04,Boston College,USA,6-2,185.0,12,Guard,Inactive,N
1918,1975-08-22,Maryland,Nigeria,6-9,270.0,5,Center,Inactive,N
2064,1979-04-25,Connecticut,USA,5-10,200.0,2,Guard,Inactive,N
76653,1918-07-24,Hamline,USA,6-2,210.0,1,Forward,Inactive,N
53,1963-11-26,American International,USA,6-5,225.0,11,Guard-Forward,Inactive,N
1629604,2000-06-16,Washington State,USA,6-6,200.0,3,Forward-Guard,Inactive,N
76655,1922-11-18,West Texas A&M,USA,6-8,230.0,2,Center,Inactive,N
1627740,1997-01-13,Marquette,USA,6-10,240.0,5,Forward-Center,Inactive,N
201961,1987-11-29,North Carolina,USA,6-4,207.0,14,Guard,Inactive,N
251,1968-02-02,Arizona,USA,6-8,220.0,12,Forward,Inactive,N
76658,1936-02-11,Niagara,USA,6-5,185.0,2,Forward,Inactive,N
107,1960-08-06,Tennessee,USA,6-7,205.0,17,Guard,Inactive,N
1677,1970-10-07,Morehouse,USA,6-5,220.0,3,Forward-Guard,Inactive,N
76661,1944-05-03,San Francisco,USA,6-6,175.0,8,Forward,Inactive,N
1631165,2000-01-08,Alabama,USA,6-3,175.0,1,Guard,Active,N
111,1970-05-05,Notre Dame,USA,6-8,240.0,12,Forward,Inactive,N
1034,1969-04-28,Syracuse,USA,6-9,225.0,3,Center,Inactive,N
76663,1940-03-10,St. John's (NY),USA,6-11,210.0,14,Forward,Inactive,N
101145,1985-10-26,No College,USA,6-3,185.0,13,Guard,Inactive,N
442,1967-04-03,Louisville,USA,Unknown,0.0,11,Center,Inactive,N
600010,1952-03-28,Maryland,USA,6-10,220.0,8,Center,Inactive,N
76667,1952-08-15,North Carolina,USA,6-3,190.0,1,Guard,Inactive,N
2408,1978-05-02,Fresno State,USA,6-10,260.0,9,Center-Forward,Inactive,N
203954,1994-03-16,Kansas,Cameroon,7-0,280.0,7,Center-Forward,Active,N
76668,1937-03-26,Miami (Ohio),USA,6-8,240.0,11,Center,Inactive,N
2765,1982-08-27,Texas Tech,USA,6-5,230.0,3,Guard,Inactive,N
76669,1918-03-02,Akron,USA,6-2,200.0,1,Forward,Inactive,N
76670,1959-03-01,Wyoming,USA,6-11,245.0,5,Center,Inactive,N
76671,1963-12-06,California-Irvine,USA,6-8,245.0,1,Forward,Inactive,N
76672,1967-07-11,Virginia Union,USA,6-3,175.0,2,Guard,Inactive,N
76673,1954-01-05,South Carolina,USA,6-8,190.0,15,Forward,Inactive,N
76674,1946-12-26,Rhode Island,USA,6-4,185.0,1,Guard,Inactive,N
76676,1970-02-04,South Carolina,USA,6-4,195.0,3,Guard,Inactive,N
203119,1988-09-24,Missouri,USA,6-6,200.0,2,Guard,Inactive,N
76675,1950-10-20,Texas-El Paso,USA,6-6,205.0,1,Forward,Inactive,N
76677,1917-10-21,Wisconsin,USA,6-4,205.0,1,Forward,Inactive,N
203898,1994-08-24,Syracuse,Canada,6-3,194.0,4,Guard,Inactive,N
203516,1990-07-01,Cal State-Long Beach,USA,6-6,215.0,8,Forward,Inactive,N
201623,1986-07-28,Fenerbahce,Turkey,7-0,240.0,3,Center,Inactive,N
76679,1932-07-30,Niagara,USA,6-3,220.0,1,Forward,Inactive,N
76680,1944-04-19,UCLA,USA,6-5,195.0,12,Forward,Inactive,N
76681,1950-02-22,Massachusetts,USA,6-7,200.0,11,Forward,Inactive,N
1915,1975-05-30,Northwestern,USA,6-11,250.0,5,Center,Inactive,N
76682,1924-01-21,Kansas,USA,6-5,200.0,1,Center,Inactive,N
76683,1969-03-01,Fortitudo Bologna,Italy,6-3,198.0,1,Guard,Inactive,N
1629234,1997-02-01,Oregon State,USA,6-10,245.0,5,Forward-Center,Active,N
76687,1925-05-31,Butler,USA,6-2,175.0,1,Guard,Inactive,N
76685,1955-11-11,UNLV,USA,6-8,202.0,1,Forward,Inactive,N
1628980,1997-06-18,Cincinnati,USA,6-4,210.0,3,Guard-Forward,Inactive,N
202379,1987-10-24,Western Kentucky,USA,6-9,200.0,7,Forward,Inactive,N
2230,1978-11-08,Texas,USA,6-5,220.0,10,Guard-Forward,Inactive,N
2501,1980-05-18,Iowa,USA,6-8,245.0,13,Center-Forward,Inactive,N
201936,1989-09-19,Memphis,USA,6-6,220.0,10,Guard,Inactive,N
101137,1983-03-26,Duke,USA,6-3,185.0,2,Guard,Inactive,N
201607,1984-05-20,Georgetown,USA,6-8,235.0,2,Forward,Inactive,N
203957,1995-07-13,Australian Institute of Sport,Australia,6-5,214.0,7,Guard,Inactive,N
201963,1989-06-22,DKV Joventut,Congo,6-7,210.0,3,Forward,Inactive,N
203105,1989-10-21,Vanderbilt,Nigeria,6-11,265.0,4,Center,Inactive,N
76689,1905-04-04,Rhode Island,USA,Unknown,0.0,3,Unknown,Inactive,N
76690,1913-09-04,Pittsburgh,USA,6-1,190.0,1,Forward,Inactive,N
76691,1943-04-28,Brigham Young,USA,6-7,205.0,1,Forward,Inactive,N
1629605,1995-12-10,UCF,Senegal,7-6,311.0,3,Center,Inactive,N
76692,1924-04-03,City College of New York,USA,6-1,185.0,1,Forward,Inactive,N
76693,1932-04-13,Indiana,USA,6-4,190.0,3,Guard,Inactive,N
200770,1986-11-30,UCLA,USA,6-2,180.0,10,Guard,Inactive,N
2824,1981-10-07,Southern California,USA,6-5,220.0,2,Guard,Inactive,N
76695,1964-09-23,Alabama,USA,6-4,190.0,5,Forward,Inactive,N
76694,1936-09-26,San Francisco,USA,6-7,210.0,7,Forward,Inactive,N
1108,1970-01-03,Nebraska,USA,6-9,244.0,3,Forward,Inactive,N
203543,1988-05-05,Valencia,Brazil,6-11,260.0,2,Center,Inactive,N
202324,1991-07-15,Georgia Tech,USA,6-9,265.0,13,Forward,Inactive,N
201174,1985-06-17,Nevada-Reno,USA,6-11,235.0,2,Forward,Inactive,N
76697,1940-12-10,Florida State,USA,6-6,190.0,1,Forward,Inactive,N
76699,1954-05-19,Vanderbilt,USA,6-4,185.0,1,Guard,Inactive,N
994,1974-07-03,Michigan State,USA,6-8,255.0,6,Forward,Inactive,N
76701,1931-08-06,DePaul,USA,6-3,185.0,1,Guard,Inactive,N
76703,1962-06-08,Texas-El Paso,USA,6-11,235.0,5,Center,Inactive,N
1627770,1995-03-29,Oakland,USA,5-9,176.0,3,Guard,Inactive,N
1626245,1992-07-07,Flamengo,Brazil,6-11,270.0,7,Forward-Center,Inactive,N
203467,1990-08-17,Arizona State,USA,6-6,201.0,2,Guard-Forward,Inactive,N
101230,1981-10-04,Fresno State,USA,6-9,225.0,2,Forward,Inactive,N
76704,1930-12-10,Long Island-Brooklyn,USA,6-11,220.0,9,Center,Inactive,N
101109,1984-06-26,North Carolina,USA,6-1,205.0,15,Guard,Inactive,N
76705,1929-06-12,Northwestern,USA,6-0,180.0,2,Guard,Inactive,N
76706,1922-02-08,Manhattan,USA,6-3,190.0,1,Forward,Inactive,N
2724,1977-07-22,Detroit,USA,6-7,210.0,2,Forward,Inactive,N
1628390,1998-05-17,Unknown,USA,6-6,190.0,4,Guard,Inactive,N
201164,1985-04-04,DKV Joventut,Spain,Unknown,0.0,5,Unknown,Inactive,N
1628981,1998-08-15,Maryland,Angola,6-10,240.0,4,Forward-Center,Active,N
76707,1953-11-01,San Francisco,USA,6-10,205.0,6,Center,Inactive,N
76708,1933-07-06,Michigan State,USA,6-4,190.0,6,Guard,Inactive,N
76709,1964-05-24,Houston,USA,7-1,240.0,1,Forward,Inactive,N
273,1965-02-28,Georgia Tech,USA,6-7,215.0,11,Forward,Inactive,N
1627812,1993-05-09,Indiana,USA,6-0,178.0,6,Guard,Inactive,N
76711,1925-07-29,Utah,USA,6-4,180.0,3,Forward,Inactive,N
76712,1937-05-31,St. Louis,USA,6-8,230.0,10,Center,Inactive,N
198,1966-10-17,Duke,USA,6-10,235.0,14,Forward,Inactive,N
201178,1986-12-24,Cherkaski,Ukraine,7-1,280.0,6,Center,Inactive,N
76713,1962-02-09,UCLA,USA,6-5,220.0,4,Forward,Inactive,N
202361,1988-06-27,Stanford,USA,6-7,215.0,5,Guard-Forward,Inactive,N
76714,1944-02-05,Tennessee Tech,USA,6-5,205.0,1,Forward,Inactive,N
76715,1947-03-07,Cheyney,USA,7-1,240.0,2,Center,Inactive,N
76716,1942-04-20,Dayton,USA,7-0,240.0,9,Center,Inactive,N
714,1973-03-06,Wisconsin,USA,6-7,225.0,16,Guard-Forward,Inactive,N
76717,1928-05-27,St. John's (NY),USA,6-1,185.0,3,Guard,Inactive,N
965,1974-08-09,Arkansas-Little Rock,USA,6-1,210.0,18,Guard,Inactive,N
2809,1982-08-12,Kentucky,USA,6-3,188.0,2,Guard,Inactive,N
1630238,1997-07-04,Unknown,USA,6-5,230.0,3,Forward,Inactive,N
76719,1920-11-18,Seton Hall,USA,6-2,175.0,2,Forward,Inactive,N
2033,1978-08-10,Iowa State,USA,Unknown,0.0,6,Unknown,Inactive,N
76721,1922-02-14,New York University,USA,6-2,190.0,5,Guard,Inactive,N
76722,1954-04-05,Arizona,USA,6-7,215.0,1,Forward,Inactive,N
76723,1933-07-25,Niagara,USA,6-3,189.0,5,Guard,Inactive,N
2784,1981-04-11,Manhattan,USA,6-2,195.0,2,Guard,Inactive,N
76725,1957-06-13,Notre Dame,USA,6-8,225.0,1,Forward,Inactive,N
76726,1960-03-06,Georgetown,USA,6-3,170.0,13,Guard,Inactive,N
201938,1989-02-06,Syracuse,USA,6-0,185.0,4,Guard,Inactive,N
76728,1953-03-19,Canisius,USA,6-5,205.0,1,Guard,Inactive,N
76729,1939-04-19,Holy Cross,USA,6-3,170.0,1,Forward,Inactive,N
1829,1975-04-16,Washington State,USA,Unknown,0.0,1,Unknown,Inactive,N
1631323,1995-12-09,Baskonia,Italy,6-7,209.0,1,Forward,Active,N
202880,1987-07-14,Cornell,USA,7-0,265.0,1,Center-Forward,Inactive,N
1627854,1993-07-23,Michigan State,USA,6-2,205.0,7,Guard,Inactive,N
201814,1985-02-25,Massachusetts,Panama,6-7,220.0,3,Forward,Inactive,N
1630758,1997-12-22,LeonesdePonce,USA,6-8,220.0,2,Forward,Inactive,N
2228,1981-05-29,Houston,USA,6-9,280.0,4,Forward,Inactive,N
76733,1949-01-11,Villanova,USA,6-5,190.0,10,Guard,Inactive,N
76734,1952-12-31,California-Santa Barbara,USA,6-9,215.0,7,Forward,Inactive,N
76735,1946-04-29,Maryland-Eastern Shore,USA,6-3,180.0,2,Guard,Inactive,N
76736,1956-02-09,North Carolina,USA,6-2,175.0,7,Guard,Inactive,N
726,1972-08-26,Illinois-Chicago,USA,6-7,210.0,1,Forward,Inactive,N
2551,1983-03-24,Texas-Austin,USA,6-0,165.0,8,Guard,Inactive,N
76738,1926-01-17,New York University,USA,5-10,175.0,1,Guard,Inactive,N
76739,1954-07-08,Grand Canyon,USA,6-10,235.0,2,Center,Inactive,N
1630235,1998-06-12,Florida State,USA,6-4,210.0,3,Guard,Active,N
2218,1981-03-23,North Carolina,USA,6-4,194.0,3,Guard,Inactive,N
202622,1988-05-23,Arkansas,USA,5-11,185.0,2,Guard,Inactive,N
1504,1976-03-27,Cincinnati,USA,6-8,260.0,10,Center-Forward,Inactive,N
323,1968-10-03,Texas-El Paso,USA,6-11,250.0,13,Center,Inactive,N
1902,1977-01-16,Southwest Texas State,USA,6-11,250.0,13,Forward-Center,Inactive,N
76742,1960-10-10,UCLA,USA,6-1,160.0,3,Guard,Inactive,N
1630701,2003-01-16,                                   ,USA,6-8,250.0,1,Forward,Inactive,N
203095,1992-10-29,Poitiers Basket 86,France,6-6,205.0,11,Guard-Forward,Active,N
76744,1928-06-24,La Salle,USA,6-9,215.0,12,Center,Inactive,N
76745,1927-06-20,Missouri,USA,6-7,230.0,1,Center,Inactive,N
1762,1976-04-11,Fresno State,USA,6-8,220.0,4,Forward,Inactive,N
1628368,1997-12-20,Kentucky,USA,6-3,185.0,6,Guard,Active,N
76746,1949-08-29,Jacksonville,USA,6-2,175.0,1,Guard,Inactive,N
76747,1943-04-07,South Carolina,USA,6-10,230.0,10,Center,Inactive,N
296,1969-07-24,North Carolina,Canada,6-7,235.0,14,Forward,Inactive,N
200751,1983-09-24,Villanova,USA,6-4,218.0,12,Guard,Inactive,N
1502,1975-03-09,Colgate,St. Vincent & Grenadines,6-10,270.0,13,Center,Inactive,N
1883,1977-02-21,Maryland,USA,6-3,210.0,10,Guard,Inactive,N
76748,1965-04-26,Western Kentucky,USA,6-10,225.0,5,Forward,Inactive,N
76749,1913-11-03,Brooklyn,USA,6-0,195.0,1,Forward,Inactive,N
203479,1991-07-21,San Diego State,USA,6-5,191.0,3,Guard,Inactive,N
204025,1990-11-01,Penn State,USA,6-0,170.0,8,Guard,Inactive,N
76750,1945-03-29,Southern Illinois,USA,6-4,200.0,13,Guard,Inactive,N
76751,1942-08-24,Grambling,USA,6-7,210.0,1,Forward,Inactive,N
1626187,1994-03-08,Florida,USA,6-3,200.0,2,Guard,Inactive,N
1628982,1996-08-30,Tulane,USA,6-5,215.0,4,Guard-Forward,Inactive,N
76752,1964-12-07,Pepperdine,USA,6-7,205.0,3,Forward,Inactive,N
202690,1989-02-25,Brigham Young,USA,6-2,195.0,7,Guard,Inactive,N
76753,1953-12-09,Guilford,USA,6-3,185.0,13,Guard,Inactive,N
202683,1992-05-20,Fenerbahce,Turkey,6-10,250.0,11,Center,Inactive,N
200777,1987-02-07,Malaga,United Kingdom,6-10,225.0,3,Center-Forward,Inactive,N
76754,1944-07-18,Illinois,USA,6-3,185.0,1,Guard,Inactive,N
76755,1948-07-25,Oregon State,USA,6-9,210.0,1,Forward,Inactive,N
76756,1950-11-05,Vanderbilt,USA,6-7,225.0,1,Forward,Inactive,N
2782,1981-10-02,Vanderbilt,USA,6-9,249.0,3,Forward,Inactive,N
76757,1921-10-26,Long Island-Brooklyn,USA,6-2,195.0,1,Forward,Inactive,N
76758,1935-04-14,California,USA,6-4,185.0,1,Guard,Inactive,N
76759,1945-02-18,Colorado,USA,6-4,195.0,1,Guard,Inactive,N
76760,1931-12-10,Hamline,USA,6-8,210.0,2,Center,Inactive,N
101112,1983-05-17,Arizona,USA,7-0,255.0,14,Forward-Center,Inactive,N
76761,1949-12-25,Brigham Young,USA,6-3,185.0,2,Guard,Inactive,N
76762,1920-07-24,Long Island-Brooklyn,USA,6-2,175.0,1,Forward,Inactive,N
76763,1918-07-06,Polytechnic HS (CA),USA,6-0,170.0,1,Guard,Inactive,N
76764,1921-10-26,Murray State,USA,6-5,190.0,8,Forward,Inactive,N
2673,1981-05-13,Fresno State,USA,6-9,240.0,2,Forward,Inactive,N
957,1974-07-25,North Carolina State,USA,Unknown,0.0,5,Center,Inactive,N
76765,1958-09-04,Pepperdine,USA,6-4,180.0,1,Guard,Inactive,N
1628365,1998-05-29,Washington,USA,6-4,209.0,6,Guard,Active,N
1444,1970-12-15,Ohio State,USA,6-9,230.0,8,Forward,Inactive,N
76767,1954-10-18,Michigan State,USA,6-5,190.0,4,Guard,Inactive,N
76768,1922-05-13,Syracuse,USA,5-11,170.0,6,Guard,Inactive,N
1629117,1997-03-26,Kentucky,South Sudan,6-9,205.0,4,Forward,Active,N
2429,1978-02-02,UCLA,Netherlands,6-11,240.0,11,Center,Inactive,N
202070,1984-11-14,Massachusetts,USA,6-8,205.0,1,Forward,Inactive,N
1629655,1998-10-01,Arkansas,USA,6-10,234.0,4,Forward-Center,Active,N
101184,1982-03-22,Fairfield,South Sudan,6-9,250.0,1,Forward,Inactive,N
76769,1905-04-02,DePaul,USA,Unknown,0.0,2,Unknown,Inactive,N
76770,1965-06-01,Loyola-Marymount,USA,6-3,195.0,5,Guard,Inactive,N
2558,1981-01-07,Louisville,USA,6-6,205.0,3,Guard,Inactive,N
202178,1986-04-18,Georgia,USA,6-1,200.0,4,Guard,Inactive,N
76771,1950-07-18,Elizabeth City State,USA,6-4,185.0,6,Guard,Inactive,N
76772,1969-05-30,Creighton,USA,6-10,255.0,1,Center,Inactive,N
76773,1927-04-26,Truman State,USA,6-6,210.0,10,Forward,Inactive,N
201568,1988-08-08,Olimpia Milano,Italy,6-10,236.0,13,Forward,Active,N
204038,1991-12-09,St. Joseph's (PA),USA,6-1,200.0,9,Guard,Inactive,N
76774,1937-04-16,Oregon State,USA,6-6,215.0,12,Forward,Inactive,N
333,1965-11-13,Iowa,USA,6-5,210.0,10,Forward,Inactive,N
76776,1922-06-22,Duke,USA,6-4,205.0,1,Forward,Inactive,N
200816,1977-12-19,Malaga,Spain,6-9,245.0,2,Forward,Inactive,N
2092,1973-10-17,Providence,USA,Unknown,0.0,1,Forward,Inactive,N
101128,1981-12-31,Louisville,Dominican Republic,6-7,215.0,10,Guard-Forward,Inactive,N
76778,1923-09-18,DePauw,USA,6-3,195.0,1,Forward,Inactive,N
201242,1985-02-08,Missouri,USA,6-5,225.0,3,Guard,Inactive,N
76779,1925-05-14,Utah,USA,6-5,200.0,3,Center,Inactive,N
76780,1918-06-13,St. John's (NY),USA,6-0,190.0,3,Guard,Inactive,N
1627868,1993-05-17,George Washington,Argentina,6-6,203.0,2,Guard-Forward,Inactive,N
1629636,2000-01-26,Vanderbilt,USA,6-1,192.0,4,Guard,Active,N
76781,1957-10-12,DePaul,USA,6-4,180.0,1,Guard,Inactive,N
76783,1932-10-29,Minnesota,USA,6-3,200.0,6,Guard,Inactive,N
1612,1975-02-23,Memphis,USA,5-10,156.0,3,Guard,Inactive,N
76785,1960-04-22,Wyoming,USA,6-9,225.0,4,Forward,Inactive,N
708,1976-05-19,Farragut Academy HS (IL),USA,6-11,240.0,22,Forward,Inactive,N
1831,1975-07-03,Santa Clara,USA,6-2,186.0,1,Guard,Inactive,N
1628656,1994-10-16,DePaul,USA,6-6,215.0,2,Guard-Forward,Inactive,N
76786,1956-07-11,Oral Roberts,USA,6-7,190.0,4,Forward,Inactive,N
1051,1966-11-27,Indiana,USA,6-11,250.0,6,Center,Inactive,N
203197,1988-11-03,Iowa State,USA,6-4,190.0,2,Guard,Inactive,N
